player_id,goals,assists,pass_accuracy,tackles,minutes_played
p15010,4,3,94.85,0,26
p15011,1,0,86.9,1,31
p15013,1,2,68.55,3,32
p15014,4,0,90.97,2,64
p15015,3,0,80.49,2,66
p15016,1,3,63.15,3,76
p15017,1,0,68.71,7,61
p15018,2,3,91.0,0,63
p15019,2,4,80.41,1,56
p15020,3,3,73.21,1,69
p15021,2,1,62.43,4,65
p15022,0,2,98.15,1,55
p15024,4,1,60.75,5,23
p15025,1,0,60.6,6,67
p15026,2,1,90.18,5,53
p15027,3,3,94.32,6,52
p1503,3,2,91.86,2,27
p15030,1,0,71.9,4,41
p15032,2,0,62.5,5,87
p15033,3,1,64.84,5,68
p15034,2,4,74.94,3,56
p15035,0,0,87.88,0,61
p15036,2,0,67.08,4,25
p15037,4,1,78.12,6,83
p15038,1,3,70.12,2,89
p1504,0,3,61.48,3,37
p1505,4,4,88.19,7,41
p15057,3,1,97.89,7,59
p1506,2,2,75.08,1,35
p15070,4,1,71.58,6,41
p15073,3,2,67.33,5,50
p15076,1,2,61.01,3,79
p1508,4,3,62.33,0,42
p151069,4,0,92.13,1,76
p15107,3,1,71.77,1,47
p151086,4,4,80.63,6,57
p15109,2,2,83.36,7,38
p151099,1,0,64.08,7,49
p15110,2,0,81.05,3,53
p15111,2,1,64.45,2,51
p151119,1,2,99.87,1,67
p15112,0,3,95.21,0,40
p15114,1,4,79.49,4,70
p15116,0,2,89.19,9,81
p1512,0,0,78.36,1,74
p15137,2,2,87.03,6,29
p1514,1,4,96.49,6,57
p15144,3,4,76.94,9,77
p151453,0,1,65.52,6,22
p15149,0,0,82.72,8,55
p1515,0,3,66.94,2,31
p15151,3,2,75.81,9,61
p15154,1,0,64.09,3,64
p15157,3,3,90.61,3,87
p151589,3,2,96.65,7,52
p15159,2,1,71.22,0,67
p1516,3,1,82.82,2,28
p15160,1,4,93.43,2,34
p15161,1,4,80.44,4,75
p15164,3,0,63.04,9,65
p15165,3,1,76.2,6,25
p1517,0,0,83.14,4,54
p15188,0,0,90.76,3,54
p1520,1,4,97.28,6,25
p15201,3,1,63.39,8,44
p152015,4,3,64.43,7,73
p15208,4,3,89.93,8,79
p1521,3,1,60.07,6,31
p15234,2,0,68.43,1,81
p15237,0,3,95.77,9,52
p1525,3,2,90.88,3,37
p152551,2,3,75.88,3,67
p152590,2,2,72.71,7,41
p15266,3,2,88.22,1,83
p15268,3,4,73.15,1,31
p15269,0,3,65.22,0,63
p1527,0,0,70.94,2,87
p15272,2,0,81.06,9,79
p15274,4,4,90.49,5,23
p15276,2,3,86.17,7,58
p152760,3,1,76.9,1,49
p15282,0,4,78.75,5,43
p15284,4,1,97.4,8,35
p152898,0,3,84.41,2,33
p153,4,3,92.37,8,52
p1530,0,1,87.12,4,63
p15312,0,0,91.36,4,82
p153127,3,1,83.63,2,79
p153133,0,1,78.26,3,54
p15315,1,1,95.74,5,78
p15316,4,2,83.12,3,38
p15319,4,2,84.28,0,37
p1532,4,0,61.29,1,31
p153246,0,4,81.87,1,81
p153256,3,0,74.93,1,56
p153265,4,2,77.4,3,89
p153366,2,3,96.57,3,49
p153368,0,0,68.05,9,34
p15337,1,4,62.08,9,27
p153371,0,4,80.58,0,49
p153372,4,3,95.52,7,31
p153373,0,4,72.77,7,51
p153374,2,1,71.28,1,49
p153379,3,0,99.62,1,78
p153475,1,2,76.29,6,35
p153477,4,2,82.85,5,87
p1535,3,4,88.16,8,60
p153670,4,0,83.04,3,77
p153673,3,3,90.25,9,24
p153675,2,1,97.31,5,52
p153682,1,1,82.95,4,86
p153723,3,2,88.03,2,27
p153772,3,1,76.14,8,50
p153775,0,4,69.37,6,57
p15395,1,4,74.53,9,64
p15398,2,3,81.51,1,66
p154040,4,2,63.27,9,69
p154043,1,2,72.22,7,31
p15405,0,0,65.86,3,28
p154050,0,3,84.58,2,59
p154051,2,0,67.99,2,51
p15410,4,4,81.19,7,75
p154131,0,1,88.63,6,34
p154138,2,4,85.55,3,53
p1542,1,0,65.78,2,71
p15420,4,4,68.33,7,30
p15428,2,4,66.89,6,24
p1543,0,4,93.34,3,72
p15438,4,2,93.66,7,43
p15440,4,3,67.05,9,28
p15441,1,3,97.82,1,36
p154506,2,3,64.68,3,22
p154528,2,1,71.6,4,75
p154558,3,3,72.76,2,80
p154559,1,4,80.47,0,64
p154560,4,1,76.39,0,64
p154561,3,0,72.3,8,59
p154566,4,1,99.85,7,85
p1546,0,3,97.27,5,64
p15471,2,4,98.22,4,87
p15475,1,0,77.41,9,33
p1548,0,2,80.46,1,32
p154936,3,4,63.28,7,29
p154941,0,3,95.06,7,50
p154943,3,3,91.46,3,61
p154968,1,4,85.28,3,83
p154976,0,0,88.38,5,86
p15498,1,1,63.8,3,37
p1550,4,2,87.19,2,35
p155197,4,4,71.42,8,32
p1552,4,1,88.24,8,33
p1553,1,3,64.63,9,69
p1554,0,3,80.19,3,77
p15540,2,4,96.8,1,72
p155405,0,3,93.32,4,81
p155408,2,2,88.61,3,80
p1555,4,0,90.19,4,47
p155503,0,2,65.16,3,49
p155509,2,1,61.33,7,74
p155511,3,2,73.09,5,67
p155513,0,0,79.17,5,57
p155529,4,2,70.1,4,61
p155569,1,3,78.41,6,87
p1556,1,2,82.69,3,88
p155651,4,2,89.5,5,31
p155706,2,3,93.69,8,43
p1558,1,3,73.27,2,60
p15580,0,1,65.17,9,85
p155851,0,3,66.56,4,63
p1560,4,1,96.06,7,44
p156069,3,3,70.05,2,34
p156074,2,3,77.44,4,80
p1561,4,3,67.05,7,65
p156257,0,3,65.04,3,25
p156289,3,2,65.63,3,26
p1563,0,2,61.63,4,28
p15633,2,1,74.94,9,29
p1565,3,4,99.04,8,85
p15661,0,1,84.06,5,29
p15662,2,3,85.3,7,51
p15663,3,0,80.22,9,65
p15664,0,0,65.59,6,24
p15665,2,3,82.09,3,33
p156655,1,2,80.2,5,40
p156657,4,3,82.58,8,36
p156658,0,4,77.44,7,42
p15666,1,0,72.87,2,81
p156660,0,0,80.75,1,72
p15667,2,4,69.26,5,50
p15668,4,0,91.52,0,80
p156683,2,3,80.58,1,60
p156685,2,0,68.55,8,73
p156686,1,4,63.29,0,65
p156689,0,2,90.06,7,77
p15669,0,2,94.84,4,45
p156690,3,0,91.58,2,71
p1567,2,4,74.64,0,22
p15670,4,2,61.24,4,85
p15671,2,4,65.95,4,55
p15672,3,0,96.43,9,64
p15673,1,2,61.41,3,62
p15674,4,3,96.74,6,66
p15675,2,4,92.29,7,59
p1569,3,1,90.92,8,26
p15706,4,0,65.76,3,40
p15729,2,2,62.7,1,53
p15749,3,0,85.96,7,74
p1575,2,1,76.71,7,57
p1576,1,2,85.13,1,79
p157665,0,3,94.7,7,74
p157668,1,3,88.87,8,88
p157775,4,3,60.08,7,61
p1578,4,2,64.53,2,47
p157882,4,4,98.84,8,35
p1579,2,3,89.37,5,86
p1580,2,3,66.23,1,62
p158074,3,4,71.8,0,29
p1582,3,0,78.26,1,80
p1584,0,4,73.41,7,24
p1585,3,4,62.42,0,79
p158534,0,0,78.06,3,84
p158544,0,3,95.71,9,45
p158545,1,1,72.76,4,47
p15864,4,2,99.05,3,23
p1587,1,0,70.88,9,54
p1588,4,4,96.99,7,33
p15885,0,0,84.1,1,41
p158870,2,3,60.1,2,38
p1589,0,4,66.16,1,50
p15891,3,0,96.62,6,42
p159,1,0,97.57,8,84
p1590,0,4,98.15,5,47
p15903,1,1,93.63,0,72
p159039,2,4,60.59,4,28
p15904,1,4,89.83,0,28
p1591,3,2,80.64,1,29
p15919,1,0,79.36,1,22
p1592,1,1,89.51,5,53
p15921,3,0,69.48,8,32
p1593,0,3,81.22,1,79
p15935,4,3,89.98,8,63
p1594,3,0,82.1,1,87
p15943,4,4,78.4,8,33
p15944,3,4,86.64,8,64
p15946,1,3,73.48,2,37
p15947,1,4,69.62,2,36
p1595,2,1,84.97,9,22
p159506,2,2,80.74,0,71
p159533,4,2,95.28,9,45
p1596,3,0,69.0,3,74
p15961,3,1,92.13,7,71
p15968,4,0,60.28,2,49
p1597,1,1,88.6,0,46
p15976,1,2,81.87,8,37
p1598,4,4,61.99,5,50
p15982,2,2,73.7,5,61
p15988,3,0,82.7,1,47
p1599,2,1,71.68,0,24
p160,2,3,73.44,9,50
p1600,3,2,82.41,6,48
p16005,3,4,61.98,9,28
p160190,3,2,67.74,3,70
p1602,1,2,97.75,6,83
p160220,2,2,81.54,9,50
p1603,0,1,79.81,2,57
p16037,3,4,67.08,1,68
p1604,0,2,80.83,9,36
p16045,2,3,69.21,4,82
p1605,1,3,77.24,6,69
p16058,0,1,92.43,9,40
p160585,4,1,71.49,5,81
p1606,3,2,91.11,3,46
p1607,1,2,81.96,4,20
p160729,4,1,97.08,8,87
p1608,3,0,76.81,7,34
p160816,1,0,86.35,5,84
p160817,3,2,81.22,3,74
p1609,1,4,61.28,1,57
p160901,2,1,75.77,4,50
p16091,3,0,71.5,3,35
p160987,0,4,99.64,0,21
p1610,1,2,82.54,2,51
p16106,4,0,66.5,3,80
p161076,1,4,96.58,0,76
p1611,0,0,69.44,9,46
p16114,2,3,98.41,6,33
p16115,0,0,95.56,6,81
p16116,2,2,91.32,6,72
p16117,4,0,90.45,3,67
p16118,4,2,89.47,1,56
p16119,4,4,75.31,9,75
p1612,4,4,93.76,6,53
p16127,4,2,72.52,9,72
p16128,0,1,91.83,5,27
p16129,0,0,98.44,4,80
p1613,3,4,97.64,5,39
p16133,0,4,67.69,9,31
p16134,0,0,99.2,5,49
p1614,3,1,64.62,4,59
p16149,0,1,70.54,1,25
p1615,0,0,98.9,3,73
p1616,0,0,97.25,0,55
p1617,0,0,88.46,5,61
p16170,4,4,83.71,4,29
p16178,1,3,84.08,1,45
p16179,0,2,63.06,4,38
p1618,2,3,89.45,4,24
p16180,4,1,80.41,8,81
p16181,3,2,78.13,5,55
p16182,2,0,95.77,7,53
p16183,2,0,66.72,5,38
p16184,1,1,67.39,9,55
p16185,1,4,92.02,4,56
p16186,4,0,61.86,5,77
p16187,2,4,98.63,0,53
p16188,2,2,72.75,8,74
p16189,3,2,85.44,5,82
p1619,4,3,97.82,3,29
p16190,0,3,74.74,4,20
p16191,0,2,83.58,2,42
p16192,0,2,77.56,6,54
p16193,0,1,76.6,1,68
p16194,4,3,98.51,5,38
p16199,1,4,60.1,5,22
p1620,1,0,89.5,7,62
p1621,1,2,69.13,3,40
p16210,3,1,63.59,5,31
p1622,1,2,94.12,7,74
p1623,4,0,71.62,5,66
p16230,1,1,70.42,1,28
p16234,2,0,70.41,6,72
p16236,2,3,70.85,0,51
p1624,1,1,96.57,9,70
p16248,3,4,79.94,4,44
p16249,3,3,60.01,7,50
p1625,4,4,99.16,7,66
p1626,4,4,84.95,3,34
p1627,4,3,82.16,9,77
p1629,3,3,62.88,2,22
p1630,0,0,62.95,6,35
p1631,0,1,90.08,6,65
p1632,4,1,61.22,1,21
p1633,3,4,93.83,4,52
p1634,2,0,92.26,7,74
p163463,4,4,81.13,5,87
p163526,3,0,99.07,0,70
p1636,0,2,76.26,6,41
p1637,4,4,75.7,2,37
p163776,3,0,77.65,9,72
p163793,0,0,96.56,0,84
p1638,2,3,83.5,2,31
p1639,1,3,69.73,7,35
p1640,2,3,88.75,4,78
p164011,0,3,87.86,8,61
p1641,1,2,78.36,6,45
p1642,3,4,88.67,3,86
p1643,3,3,88.3,1,50
p1644,3,0,65.26,0,63
p164484,4,0,94.09,7,22
p1645,0,0,88.3,2,43
p164511,4,0,71.83,1,66
p164555,0,1,81.45,5,38
p1646,0,0,75.73,3,87
p1647,2,2,92.19,1,81
p1648,2,4,78.37,9,36
p1649,2,4,89.51,4,74
p1650,1,2,60.19,5,61
p1651,3,4,86.19,5,74
p165153,1,0,72.11,8,27
p165210,3,2,98.06,7,37
p1653,0,4,71.89,4,30
p1654,2,1,82.08,9,46
p165572,1,4,95.78,8,57
p1657,1,4,77.73,2,55
p1658,3,2,92.9,0,70
p165808,2,3,88.06,8,44
p165809,1,2,70.98,0,80
p165911,3,4,83.01,5,80
p165990,4,0,99.02,9,46
p1660,4,4,82.34,8,88
p1662,1,1,63.18,9,60
p1663,4,1,86.17,5,33
p166324,2,4,82.66,0,88
p166365,3,4,87.38,8,31
p1664,1,1,86.55,8,29
p166477,0,0,60.6,9,28
p1665,2,3,62.96,2,35
p1666,2,1,95.15,1,82
p166640,0,2,67.21,4,77
p1667,0,4,88.85,3,86
p1668,0,4,86.25,2,83
p1669,0,0,94.79,2,80
p166989,1,1,63.89,0,41
p167,0,3,86.2,1,72
p1670,1,3,74.77,3,52
p167074,3,0,68.55,8,79
p167075,2,1,77.19,3,56
p1671,1,3,92.16,7,47
p167199,3,4,66.98,1,42
p1672,0,1,82.32,8,45
p1673,2,1,63.74,8,37
p16734,2,1,67.61,8,64
p16735,4,4,64.08,8,52
p1674,4,1,62.19,4,68
p167473,2,0,83.58,1,21
p1675,0,1,97.22,7,37
p167522,4,0,97.84,7,67
p1676,3,2,85.49,2,36
p1677,4,2,86.39,7,26
p167767,1,3,82.34,7,63
p167789,1,3,63.19,4,62
p1678,2,2,84.29,4,68
p167867,0,3,84.17,3,41
p167878,2,3,93.57,2,60
p167890,0,3,81.91,2,75
p1679,1,2,60.96,5,75
p1680,3,3,85.68,4,60
p1681,1,2,79.75,6,28
p168144,2,2,81.88,5,65
p16815,3,0,93.09,3,20
p168172,1,1,71.84,6,86
p168196,4,2,74.6,6,82
p1682,0,3,80.61,0,32
p16824,1,3,92.14,9,73
p168287,2,4,84.64,4,71
p168290,0,2,68.0,4,73
p1683,1,4,88.72,1,73
p168399,4,3,79.96,1,20
p1684,3,1,95.83,0,86
p16842,4,4,69.21,7,87
p1685,0,1,84.15,3,29
p16854,2,0,73.26,1,72
p16855,0,0,86.35,5,78
p168566,4,2,84.87,4,88
p168580,2,0,81.46,6,51
p1686,3,4,78.48,7,20
p1687,3,0,74.52,2,88
p168717,1,0,99.22,2,43
p168763,0,3,91.01,9,21
p168764,0,1,69.94,8,76
p168765,2,2,64.5,1,73
p1688,2,2,84.07,0,54
p16884,3,3,80.94,8,57
p1689,2,4,69.88,4,57
p16890,2,4,68.18,6,26
p16891,4,1,98.08,5,26
p16892,1,3,87.11,5,62
p16893,0,0,81.29,6,31
p16894,1,3,93.34,0,52
p16895,2,2,81.74,7,48
p16896,4,2,95.74,8,84
p16897,0,0,73.51,0,78
p168977,2,0,95.88,7,70
p16898,3,4,74.19,5,42
p16899,3,0,87.16,0,35
p168991,1,2,90.79,4,36
p1690,1,4,81.69,7,43
p16900,2,0,99.0,2,84
p16901,2,3,75.94,4,22
p16902,4,0,94.96,9,53
p16903,1,1,88.15,1,72
p16904,0,4,70.89,6,55
p16905,2,1,66.49,6,64
p16906,1,1,80.25,6,77
p169061,1,0,87.5,5,51
p16907,1,2,99.66,8,86
p16908,4,2,87.71,8,42
p16909,1,3,91.12,1,46
p1691,0,1,85.7,5,60
p16910,1,0,90.71,9,27
p169102,0,4,80.17,2,67
p16911,2,4,66.87,7,45
p16912,4,2,83.12,2,36
p16913,2,1,77.03,9,35
p169130,3,1,83.59,0,74
p16914,0,3,61.73,7,64
p169141,3,2,85.28,0,58
p16915,0,2,70.61,2,25
p16916,3,0,94.03,3,82
p16917,4,1,96.08,6,78
p16918,4,3,71.74,1,64
p169187,3,4,68.36,5,89
p16919,2,0,80.54,7,60
p16920,2,4,84.3,5,75
p16921,2,0,79.94,9,33
p16922,0,4,92.05,3,75
p16923,4,3,95.23,4,35
p16924,0,1,73.22,5,33
p16925,0,4,66.63,5,48
p16926,3,2,64.57,7,49
p16927,1,2,89.81,3,72
p16928,4,1,77.13,7,41
p16929,0,1,94.45,9,42
p1693,4,2,67.91,6,28
p16930,0,4,70.41,4,33
p16931,1,4,70.01,9,88
p16932,0,4,75.12,0,64
p16933,1,1,66.89,5,89
p16934,2,4,97.7,3,25
p16935,4,4,90.7,3,25
p169359,4,0,67.83,6,24
p16936,1,4,71.3,3,34
p16937,2,3,76.53,4,22
p16938,2,3,83.97,2,45
p16939,2,0,79.99,9,25
p1694,2,3,83.64,6,21
p16940,1,2,99.76,0,55
p16941,3,1,98.16,7,60
p16942,4,0,77.73,7,33
p16943,3,3,71.31,9,25
p169432,2,0,86.91,4,48
p16944,2,3,95.55,3,56
p16945,4,4,99.28,7,72
p16946,2,0,77.7,9,75
p16947,0,2,86.76,6,62
p16948,2,1,67.32,1,74
p16949,4,0,69.79,8,34
p1695,3,1,77.75,2,54
p16950,0,4,77.59,6,84
p16951,4,4,61.86,7,81
p16952,4,0,90.02,8,61
p169527,0,2,62.53,2,46
p169528,3,3,97.71,6,51
p16953,2,4,90.73,3,30
p169535,4,2,78.47,2,57
p169539,3,3,70.1,7,86
p16954,1,1,91.21,1,49
p16955,3,4,88.71,5,23
p16956,2,0,69.12,9,40
p16957,1,2,84.21,1,43
p16958,3,3,81.12,1,89
p16959,1,1,66.86,5,61
p169593,0,3,87.41,9,44
p1696,4,1,80.62,0,46
p16960,2,4,78.8,2,54
p16961,4,3,66.3,2,71
p16962,4,4,66.98,6,27
p16963,0,4,97.63,5,52
p16964,3,4,79.97,1,24
p16965,2,1,90.22,2,68
p16966,3,3,70.02,2,26
p16967,0,4,82.52,2,50
p16968,2,4,73.64,0,77
p1697,3,0,91.98,7,84
p16970,0,2,98.22,2,23
p16971,1,3,92.14,1,89
p16972,2,3,78.25,0,55
p16973,1,4,93.32,2,47
p169735,0,1,80.52,7,60
p16974,1,0,90.48,0,23
p169743,2,3,98.13,0,61
p16975,4,4,73.01,8,47
p16976,4,3,71.25,5,86
p16977,4,0,90.42,1,38
p16978,2,4,83.09,8,39
p16979,2,2,83.2,7,66
p1698,3,0,89.83,1,71
p16980,2,3,86.06,2,58
p16983,0,2,65.7,5,80
p16984,3,3,79.53,4,52
p16985,0,2,78.5,9,26
p16986,2,3,89.62,9,73
p16987,4,1,66.5,9,46
p16989,2,0,99.89,5,80
p1699,2,1,96.74,2,20
p16990,2,3,66.22,0,22
p16991,4,1,69.32,3,54
p16992,2,0,99.6,7,26
p16993,3,3,91.19,0,80
p16994,1,3,70.34,3,27
p16995,1,3,89.7,2,57
p16996,3,0,95.04,2,51
p16997,4,0,89.79,1,41
p16998,4,4,63.08,0,61
p16999,3,3,73.23,5,35
p1700,4,4,80.69,4,55
p17000,0,1,74.44,4,51
p17001,2,4,76.52,6,45
p17002,0,2,83.06,0,39
p17003,3,3,65.32,4,82
p17004,1,3,77.5,3,87
p17005,4,1,64.33,2,66
p17006,3,3,77.49,9,79
p17007,2,1,98.93,9,82
p17008,0,3,80.83,9,77
p17009,2,4,70.4,0,48
p1701,4,2,91.21,4,29
p17010,2,3,98.56,0,32
p17011,4,0,62.63,5,58
p17012,3,1,74.92,6,27
p17013,2,0,79.31,1,84
p170137,3,4,88.3,5,28
p17015,4,3,63.02,4,54
p170154,4,2,70.6,7,55
p17016,3,3,77.36,3,27
p17017,3,4,89.1,2,73
p17018,4,4,69.23,8,50
p17019,0,4,74.48,2,53
p1702,0,0,77.52,4,37
p17020,1,3,80.23,2,40
p17021,2,2,70.03,6,38
p17022,4,3,85.05,0,43
p17023,3,2,88.88,7,50
p17024,4,3,99.16,2,77
p17025,4,2,73.5,4,72
p17026,3,2,87.62,6,33
p170271,2,3,85.01,4,64
p17028,4,2,72.84,5,23
p17029,3,0,62.49,4,87
p1703,4,3,70.3,9,83
p17030,2,2,73.86,4,60
p17031,4,2,91.57,4,37
p17032,1,1,81.58,8,24
p17033,1,2,94.85,9,52
p17034,0,3,86.48,7,85
p17035,3,3,69.5,6,82
p17036,0,1,78.55,0,77
p17037,3,1,76.11,8,68
p17038,1,1,70.36,3,46
p17039,0,1,88.2,1,40
p17040,1,2,65.61,4,25
p17041,2,3,67.19,5,77
p17042,0,3,99.86,0,57
p17043,0,3,82.4,2,56
p17044,3,4,99.8,6,33
p17045,0,2,73.08,2,75
p17046,3,2,72.95,4,40
p17047,2,4,91.28,5,31
p17048,4,0,89.87,3,30
p17049,4,0,94.32,7,54
p1705,4,3,67.96,1,75
p17050,0,2,77.09,5,58
p17051,4,3,66.21,7,48
p17052,4,3,63.75,2,86
p17053,4,1,75.32,6,31
p17054,0,0,82.99,7,54
p17055,3,3,83.68,2,47
p17056,3,4,97.52,2,40
p17057,2,4,69.52,7,50
p17058,1,0,90.09,1,27
p17059,3,1,68.24,9,67
p1706,1,0,66.56,6,61
p17060,3,4,72.88,2,43
p17061,3,1,86.84,8,42
p17064,2,2,80.06,1,43
p17065,4,3,89.49,2,60
p17066,3,3,80.58,1,36
p17067,2,2,86.65,3,76
p17068,0,4,95.01,7,43
p17069,0,4,73.45,4,40
p1707,0,0,73.24,3,59
p17070,1,0,95.59,1,38
p17071,2,1,72.37,3,22
p17072,3,0,99.55,1,69
p17073,0,1,76.26,7,21
p17074,2,2,69.52,1,88
p17075,1,0,89.34,7,46
p17076,4,3,78.39,8,26
p17077,4,0,62.97,0,66
p17078,2,4,63.47,1,68
p17079,3,4,75.75,9,25
p1708,4,2,78.62,6,71
p17080,3,4,86.78,9,77
p17081,2,0,85.5,0,58
p17082,4,1,81.06,5,35
p17085,1,4,66.87,6,54
p170851,1,1,74.68,8,69
p170852,2,3,95.8,7,45
p17086,1,4,87.23,6,74
p17087,2,0,93.3,3,68
p17088,2,3,95.04,2,43
p17089,0,4,88.15,8,83
p1709,1,3,67.83,8,24
p17090,1,1,76.37,4,32
p17091,3,1,77.15,4,87
p17092,2,4,60.0,8,68
p17093,3,1,87.48,3,85
p17094,0,3,66.5,7,87
p17095,1,3,99.46,6,71
p17096,4,3,69.25,4,33
p17097,0,1,60.9,4,23
p17098,4,1,62.83,6,58
p17099,4,3,81.96,1,61
p1710,0,2,60.82,1,38
p17100,4,4,72.84,3,81
p17102,0,1,83.03,3,41
p17103,4,2,66.08,9,26
p17104,0,0,96.59,7,61
p17105,4,2,84.21,8,66
p17106,4,2,78.8,4,56
p17107,1,3,81.96,8,66
p17108,0,3,90.37,1,27
p1711,3,2,89.46,1,48
p171129,3,0,90.33,4,34
p17114,3,0,68.7,5,71
p171162,4,4,86.72,8,20
p17117,3,2,61.49,2,40
p171173,1,0,72.41,3,43
p17118,2,0,77.93,4,77
p1712,2,0,72.81,1,47
p171213,3,2,76.7,8,26
p17127,1,2,79.89,1,27
p171270,3,3,92.15,2,82
p171273,2,4,75.48,3,74
p171277,3,3,84.71,1,39
p171287,3,0,64.81,1,77
p1713,2,3,97.2,1,37
p171314,4,0,63.22,1,53
p171317,2,0,66.04,9,71
p171319,2,1,86.68,1,40
p1714,2,4,73.2,5,36
p171427,1,2,83.88,0,50
p1715,3,0,80.33,3,66
p17152,4,3,61.21,6,41
p17155,4,3,79.39,5,84
p1716,0,0,89.33,2,71
p17160,4,1,95.84,1,52
p17163,3,2,98.75,1,47
p1717,1,3,77.73,5,70
p171771,3,4,86.48,3,64
p1718,4,2,60.41,8,72
p1719,0,1,68.64,8,80
p171975,1,3,82.79,4,81
p1721,2,1,82.39,7,22
p1722,1,1,70.08,9,33
p172246,3,4,86.91,6,76
p1723,3,2,68.59,8,78
p1725,3,4,79.26,7,86
p172551,3,3,71.7,6,29
p172567,2,4,67.6,6,53
p1726,3,3,69.28,3,58
p172632,0,0,80.57,3,71
p172649,2,2,88.22,8,55
p17268,0,3,92.93,4,29
p17271,2,0,75.32,2,45
p172780,4,4,84.33,8,82
p172782,3,2,79.46,7,83
p1728,2,3,89.59,5,88
p172841,4,4,99.61,4,70
p172850,2,0,63.03,4,61
p1729,0,0,83.2,4,66
p17291,2,4,84.66,9,78
p1730,0,3,70.79,1,59
p1731,1,1,74.61,8,38
p1732,1,0,85.68,3,38
p1733,1,4,85.82,5,76
p17336,2,1,71.06,7,74
p17339,1,4,93.83,5,70
p1734,2,0,80.77,0,72
p17343,2,2,93.56,2,40
p17344,0,0,84.37,6,38
p17349,2,1,88.91,8,64
p1735,2,4,66.62,3,77
p173514,2,3,65.52,7,38
p173515,0,4,82.27,5,46
p17353,4,2,98.08,6,71
p1737,4,3,96.18,2,83
p173708,3,1,77.72,5,85
p173792,4,4,90.73,5,26
p1738,1,0,79.83,3,74
p173804,2,0,69.96,3,80
p173807,0,1,94.2,6,24
p173809,2,4,80.64,8,50
p173810,0,1,61.49,6,77
p173818,0,1,82.39,6,67
p173821,3,4,99.23,6,20
p173879,0,1,86.76,5,36
p1739,0,3,63.35,2,22
p173904,0,3,69.49,0,48
p173954,2,1,65.36,0,36
p1740,0,2,80.03,3,75
p17403,1,0,90.79,6,73
p1741,0,2,98.23,2,67
p174102,4,3,83.51,2,34
p1742,1,3,68.23,1,86
p174248,1,3,66.94,9,63
p174254,2,4,96.83,6,71
p1743,2,1,87.34,9,32
p17436,2,4,87.07,3,42
p1744,4,4,86.16,2,47
p17441,1,3,80.48,6,31
p1745,2,4,73.79,8,85
p174590,3,3,94.79,6,55
p174593,1,3,65.81,5,74
p174594,0,3,83.13,9,38
p174597,0,3,92.86,3,42
p1746,4,1,65.08,2,84
p17467,3,0,66.72,1,32
p17468,1,4,89.92,3,48
p1747,0,3,65.2,1,50
p17476,2,2,83.9,7,89
p17479,0,1,78.88,2,29
p1748,2,2,81.68,9,65
p17482,2,2,91.98,9,86
p17485,2,1,75.22,7,36
p174874,0,4,64.54,8,83
p1749,4,3,80.1,5,31
p174932,3,3,81.51,9,85
p1750,1,3,98.14,2,40
p17500,3,1,72.95,6,81
p17506,4,3,85.78,5,38
p1751,3,1,70.77,0,89
p17515,3,3,94.61,6,24
p17518,1,1,98.97,4,67
p1752,2,2,63.87,6,81
p17526,3,2,74.61,8,80
p1753,3,0,72.27,2,78
p175351,3,2,64.58,2,70
p175352,3,2,72.39,3,23
p175353,2,2,81.94,5,75
p1754,1,3,83.22,9,63
p1755,3,4,88.88,5,42
p175592,3,1,62.08,7,54
p1757,3,4,85.78,7,76
p1758,3,2,73.18,1,33
p175832,4,2,88.6,0,63
p1759,2,2,65.98,3,82
p175941,2,0,61.75,3,77
p175944,0,1,83.17,8,86
p175946,0,2,71.35,0,87
p17597,2,4,96.9,6,85
p1760,4,0,87.34,6,72
p17601,3,4,70.52,8,35
p1761,2,1,64.32,0,82
p1762,1,4,92.37,2,38
p176291,3,3,84.35,9,66
p176295,1,4,73.75,2,61
p176296,0,1,71.78,8,84
p176297,4,4,79.01,9,30
p1763,4,4,70.93,3,36
p1764,2,0,74.85,6,57
p176413,1,1,88.57,2,43
p176414,4,3,87.07,4,55
p176420,4,3,91.85,5,20
p176424,4,1,95.27,7,42
p176426,4,3,61.85,4,38
p176428,4,4,89.49,2,50
p1765,4,3,79.17,6,55
p1766,2,3,98.2,0,62
p1767,4,2,91.69,9,34
p176706,3,3,77.46,3,61
p1768,1,3,73.52,4,23
p17686,0,4,75.33,1,32
p17687,2,1,89.82,8,47
p1769,0,0,61.93,8,74
p17694,3,1,81.64,1,62
p1770,3,0,67.04,4,89
p1771,4,1,77.08,3,67
p1772,3,0,95.65,4,85
p1773,2,4,77.18,0,78
p17733,3,4,70.68,1,34
p1774,4,3,95.74,7,75
p17740,4,0,92.05,5,61
p17744,1,1,99.61,1,61
p17745,0,3,79.79,6,79
p17746,0,1,61.67,5,76
p17748,3,2,79.13,6,65
p1775,4,4,76.08,8,87
p1776,1,3,78.72,0,53
p17761,2,4,93.31,3,41
p1777,1,0,65.22,4,23
p1778,2,3,84.4,4,30
p177815,0,4,82.8,8,78
p17784,3,1,85.05,8,53
p17785,2,1,82.06,8,31
p1779,3,4,86.25,4,39
p1780,3,1,87.79,2,23
p17802,4,0,66.05,0,58
p1781,1,3,97.11,9,27
p17811,0,3,66.48,4,72
p17812,2,2,88.76,3,30
p178186,1,1,63.61,8,45
p1782,2,0,88.47,2,40
